"Adjustment","Median","Mean","Q25","Q75"
"pct_change_economic",60.0349730630435,63.1184079875279,54.5618241552957,65.5312032251328
"pct_change_topdown",18.4009547564201,18.1190207688896,14.643344202952,22.1121179379988
"pct_change_flows",8.89193261221317,8.81906930023382,5.9109421177818,12.005204683198
"pct_change_probation",-6.35288200437548,-6.65682180706424,-9.10464366048883,-4.25649628606008
"pct_change_multiple",-14.1545619515469,-47.8890244047086,-36.2534503802126,-5.40914075353636
